	gid	gname	Strata	Module	ModuleDesc
324	PL24650	clns1a	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
325	PL24698	ndua1	Bilateria	grey60	blastula_gastrula_pluteus_not_prism
326	PL24839	ams-2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
327	PL25138	commd2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
328	PL25512	alad	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
329	PL25760	ckiibi1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
330	PL25996	rl5	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
331	PL26081	unchar-3225	Parliv	grey60	blastula_gastrula_pluteus_not_prism
332	PL26237	pnpla7	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
333	PL26608	atp6v1g3	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
334	PL26637	aldh9a1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
335	PL27025	gabarap	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
336	PL27130	abcf3	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
337	PL27242	ddost	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
338	PL27319	abcb1-2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
339	PL27351	-	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
340	PL27361	casp9	Bilateria	grey60	blastula_gastrula_pluteus_not_prism
341	PL27376	ndufb5	Bilateria	grey60	blastula_gastrula_pluteus_not_prism
342	PL27898	nup43	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
343	PL27922	ubp5	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
344	PL27982	aldh4a1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
345	PL28045	unchar-6699	Echinoidea	grey60	blastula_gastrula_pluteus_not_prism
346	PL28363	exoc8	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
347	PL28701	bmp5-2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
348	PL28770	mpnd	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
349	PL28837	atp6v1h	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
350	PL28849	sspo-6	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
351	PL29096	coxm1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
352	PL29255	pdia6	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
353	PL29282	unchar-19408	Bilateria	grey60	blastula_gastrula_pluteus_not_prism
354	PL29392	ku86l	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
355	PL29423	unchar-4524	Parliv	grey60	blastula_gastrula_pluteus_not_prism
356	PL29544	taf5-2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
357	PL29577	sdha	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
358	PL29699	taf5-1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
359	PL29776	la	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
360	PL29873	f207a	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
361	PL29971	serinc1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
362	PL29976	ube1dc1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
363	PL29992	fam8a1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
364	PL30115	guk1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
365	PL30259	becn1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
366	PL30390	oatflp	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
367	PL30459	echdc3	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
368	PL30477	unchar-3010	Parliv	grey60	blastula_gastrula_pluteus_not_prism
369	PL30600	unchar-12242	Bilateria	grey60	blastula_gastrula_pluteus_not_prism
370	PL30663	unchar-18638	Bilateria	grey60	blastula_gastrula_pluteus_not_prism
371	PL30675	glu2b	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
372	PL30702	abhd3	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
373	PL30708	unchar-4792	Parliv	grey60	blastula_gastrula_pluteus_not_prism
374	PL30742	unchar-17447	Echinoidea	grey60	blastula_gastrula_pluteus_not_prism
375	PL31068	unchar-4250	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
376	PL31069	unchar-4249	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
377	PL31136	unchar-20901	Parliv	grey60	blastula_gastrula_pluteus_not_prism
378	PL31208	nagpa	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
379	PL31215	exoc2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
380	PL31304	slc16a14-3	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
381	PL31330	gcsh	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
382	PL31400	pdcd5	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
383	PL31461	nfat	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
384	PL31476	unchar-18357	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
385	PL31490	cr021	Bilateria	grey60	blastula_gastrula_pluteus_not_prism
386	PL31510	ddx1-1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
387	PL31552	got2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
388	PL31569	pebph-2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
389	PL31681	shc1-3	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
390	PL31843	dynamnp50ph	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
391	PL32160	cs	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
392	PL32326	unchar-19500	Bilateria	grey60	blastula_gastrula_pluteus_not_prism
393	PL32345	dcakd	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
394	PL32448	abcb6-1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
395	PL32479	akrf-2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
396	PL32545	snf8	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
397	PL32589	pdfr-2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
398	PL32621	cdk5	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
399	PL32671	cisy-2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
400	PL32713	ndus1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
401	PL32783	unchar-705	Echinodermata	grey60	blastula_gastrula_pluteus_not_prism
402	PL32909	ggcx	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
403	PL33089	nmt2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
404	PL33131	cisy-1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
405	PL33141	thikb	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
406	PL33397	abcb6-2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
407	PL33489	unchar-10869	Echinoidea	grey60	blastula_gastrula_pluteus_not_prism
408	PL33512	unchar-1216	Parliv	grey60	blastula_gastrula_pluteus_not_prism
409	PL33738	dmc1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
410	PL33821	alkbh5	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
411	PL34162	pol5-27	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
412	PL34198	aspscr1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
413	PL34263	snx8	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
414	PL34471	unchar-14425	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
415	PL34605	unchar-10747	Bilateria	grey60	blastula_gastrula_pluteus_not_prism
416	PL34700	stub1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
417	PL34717	rac1-3	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
418	PL34736	csn3	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
419	PL34745	uqcrc2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
420	PL34758	drg2l	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
421	PL34847	unchar-2121	Parliv	grey60	blastula_gastrula_pluteus_not_prism
422	PL34854	mppe1l	Bilateria	grey60	blastula_gastrula_pluteus_not_prism
423	PL35029	ndufb10	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
424	PL35064	slc5a6-3	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
425	PL35164	trmt1h	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
426	PL35190	eif3l	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
427	PL35201	gnptgl	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
428	PL35232	glo2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
429	PL35235	dic	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
430	PL35248	eif3eip	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
431	PL35260	wdr13	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
432	PL35367	unchar-18367	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
433	PL35368	daglb	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
434	PL35538	dnl1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
435	PL35575	med7	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
436	PL35618	gga3	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
437	PL35621	rtbs-14	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
438	PL35789	mafs	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
439	PL36100	dctn1-2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
440	PL36157	oat-3	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
441	PL36190	fap133l	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
442	PL36244	pank1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
443	PL36307	gne	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
444	PL36344	ttc1-2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
445	PL36429	sil1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
446	PL36470	oat-2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
447	PL36512	golga7	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
448	PL36582	unchar-180	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
449	PL36701	dynact1ph	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
450	PL36705	fam45a	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
451	PL36814	unchar-6959	Echinoidea	grey60	blastula_gastrula_pluteus_not_prism
452	PL36842	oat-1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
453	PL36846	rn103	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
454	PL36929	immt-1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
455	PL37089	ttc1-1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
456	PL37239	usmg5	Bilateria	grey60	blastula_gastrula_pluteus_not_prism
457	PL37276	dbnla	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
458	PL37285	pgm3	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
459	PL37363	unk_86	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
460	PL37474	lsm1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
461	PL37500	unchar-16517	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
462	PL37647	unchar-6599	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
463	PL37768	-	Parliv	grey60	blastula_gastrula_pluteus_not_prism
464	PL37775	bmal-1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
465	PL38111	top3b	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
466	PL38190	snd1-1	Deuterostomia	grey60	blastula_gastrula_pluteus_not_prism
467	PL38276	acss3	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
468	PL38367	tll1-6	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
469	PL38455	unchar-18544	Parliv	grey60	blastula_gastrula_pluteus_not_prism
470	PL38547	-	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
471	PL38575	tm258	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
472	PL38606	aldh16al	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
473	PL38661	ggt1-6	Parliv	grey60	blastula_gastrula_pluteus_not_prism
474	PL38692	mtpn	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
475	PL38699	unchar-16125	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
476	PL38811	psmd13	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
477	PL38995	mtmr9l	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
478	PL39002	cdc37	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
479	PL39152	ndufa9	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
480	PL39188	psd13	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
481	PL39250	gys1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
482	PL39305	unchar-2629	Bilateria	grey60	blastula_gastrula_pluteus_not_prism
483	PL39495	pold	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
484	PL39603	tollip	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
485	PL39757	unchar-22166	Parliv	grey60	blastula_gastrula_pluteus_not_prism
486	PL39796	snd1-2	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
487	PL39800	slc25a22	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
488	PL39853	wdr77	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
489	PL40027	c3orf23l	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
490	PL40176	hnrpcl-1	Bilateria	grey60	blastula_gastrula_pluteus_not_prism
491	PL40410	-	Deuterostomia	grey60	blastula_gastrula_pluteus_not_prism
492	PL40442	nedd8-1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
493	PL40478	trip13	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
494	PL40573	fb31a	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
495	PL40737	fbox31	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
496	PL40840	unchar-22428	Parliv	grey60	blastula_gastrula_pluteus_not_prism
497	PL40917	dhrs4-1	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
498	PL40929	z65	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
499	PL41103	acot8	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
500	PL41186	unchar-14133	Parliv	grey60	blastula_gastrula_pluteus_not_prism
501	PL41187	unchar-14132	Parliv	grey60	blastula_gastrula_pluteus_not_prism
502	PL41199	rtjk-36	Eumetazoa	grey60	blastula_gastrula_pluteus_not_prism
503	PL41270	unchar-21229	Parliv	grey60	blastula_gastrula_pluteus_not_prism
504	PL41681	unchar-15236	Parliv	grey60	blastula_gastrula_pluteus_not_prism
505	PL00466	grm1b	Eumetazoa	antiquewhite2	red_gastrula
506	PL00653	ulk3	Eumetazoa	antiquewhite2	red_gastrula
507	PL00822	c1orf85l	Eumetazoa	antiquewhite2	red_gastrula
508	PL01273	tnr19	Eumetazoa	antiquewhite2	red_gastrula
509	PL01331	arrd2	Eumetazoa	antiquewhite2	red_gastrula
510	PL01588	unchar-14400	Parliv	antiquewhite2	red_gastrula
511	PL02553	unchar-24166	Eumetazoa	antiquewhite2	red_gastrula
512	PL03001	unchar-8842	Echinoidea	antiquewhite2	red_gastrula
513	PL03141	hmgcs1	Eumetazoa	antiquewhite2	red_gastrula
514	PL03211	dhcr24	Eumetazoa	antiquewhite2	red_gastrula
515	PL03253	ce051	Eumetazoa	antiquewhite2	red_gastrula
516	PL03668	clcc1	Eumetazoa	antiquewhite2	red_gastrula
517	PL03737	bbox1-8	Eumetazoa	antiquewhite2	red_gastrula
518	PL04055	unchar-7263	Deuterostomia	antiquewhite2	red_gastrula
519	PL04157	lyag-2	Bilateria	antiquewhite2	red_gastrula
520	PL04159	lyag-1	Eumetazoa	antiquewhite2	red_gastrula
521	PL04833	gns-1	Eumetazoa	antiquewhite2	red_gastrula
522	PL04934	unchar-14586	Parliv	antiquewhite2	red_gastrula
523	PL04936	flnb-2	Eumetazoa	antiquewhite2	red_gastrula
524	PL05003	slc45a2-2	Eumetazoa	antiquewhite2	red_gastrula
525	PL05355	klhl12-1	Eumetazoa	antiquewhite2	red_gastrula
526	PL05606	atad4	Eumetazoa	antiquewhite2	red_gastrula
527	PL05801	selo	Eumetazoa	antiquewhite2	red_gastrula
528	PL06012	gdi1	Eumetazoa	antiquewhite2	red_gastrula
529	PL06157	mifh	Bilateria	antiquewhite2	red_gastrula
530	PL06332	lhfpl3l	Eumetazoa	antiquewhite2	red_gastrula
531	PL06453	catc	Bilateria	antiquewhite2	red_gastrula
532	PL06593	chst11-4	Eumetazoa	antiquewhite2	red_gastrula
533	PL06612	ankrd16	Eumetazoa	antiquewhite2	red_gastrula
534	PL06798	lysm2	Eumetazoa	antiquewhite2	red_gastrula
535	PL06898	unchar-20055	Echinoidea	antiquewhite2	red_gastrula
536	PL07054	pionh	Eumetazoa	antiquewhite2	red_gastrula
537	PL07781	unchar-24087	Echinoidea	antiquewhite2	red_gastrula
538	PL08073	unchar-4397	Parliv	antiquewhite2	red_gastrula
539	PL08327	traf3-2	Eumetazoa	antiquewhite2	red_gastrula
540	PL08330	unchar-8856	Eumetazoa	antiquewhite2	red_gastrula
541	PL08427	stum	Eumetazoa	antiquewhite2	red_gastrula
542	PL08476	spri	Bilateria	antiquewhite2	red_gastrula
543	PL08823	dscaml	Eumetazoa	antiquewhite2	red_gastrula
544	PL09258	rab4	Eumetazoa	antiquewhite2	red_gastrula
545	PL09637	aakb2	Bilateria	antiquewhite2	red_gastrula
546	PL09807	trh	Eumetazoa	antiquewhite2	red_gastrula
547	PL09978	radr	Bilateria	antiquewhite2	red_gastrula
548	PL10568	z122	Eumetazoa	antiquewhite2	red_gastrula
549	PL10625	c14orf159l	Eumetazoa	antiquewhite2	red_gastrula
550	PL10686	kcnka	Eumetazoa	antiquewhite2	red_gastrula
551	PL10798	rtn4	Eumetazoa	antiquewhite2	red_gastrula
552	PL11509	unchar-11244	Deuterostomia	antiquewhite2	red_gastrula
553	PL11568	gluld1_13	Eumetazoa	antiquewhite2	red_gastrula
554	PL11659	ctso	Eumetazoa	antiquewhite2	red_gastrula
555	PL11983	slit-1	Deuterostomia	antiquewhite2	red_gastrula
556	PL12095	unchar-16982	Eumetazoa	antiquewhite2	red_gastrula
557	PL12145	unchar-12120	Eumetazoa	antiquewhite2	red_gastrula
558	PL12209	lrba	Eumetazoa	antiquewhite2	red_gastrula
559	PL12246	taf1-2	Eumetazoa	antiquewhite2	red_gastrula
560	PL12336	tnr16	Eumetazoa	antiquewhite2	red_gastrula
561	PL12510	ids-4	Eumetazoa	antiquewhite2	red_gastrula
562	PL12840	unchar-2286	Eumetazoa	antiquewhite2	red_gastrula
563	PL12841	aadat-1	Eumetazoa	antiquewhite2	red_gastrula
564	PL12964	asah1-1	Eumetazoa	antiquewhite2	red_gastrula
565	PL13132	sem4b-1	Eumetazoa	antiquewhite2	red_gastrula
566	PL13913	unchar-12459	Bilateria	antiquewhite2	red_gastrula
567	PL14317	nacha2-3	Eumetazoa	antiquewhite2	red_gastrula
568	PL14605	hao3	Eumetazoa	antiquewhite2	red_gastrula
569	PL14681	orct-8	Eumetazoa	antiquewhite2	red_gastrula
570	PL14804	fam57a	Eumetazoa	antiquewhite2	red_gastrula
571	PL15162	sarm	Bilateria	antiquewhite2	red_gastrula
572	PL15305	cuta	Eumetazoa	antiquewhite2	red_gastrula
573	PL15752	hyal-33	Echinoidea	antiquewhite2	red_gastrula
574	PL16254	lmpt	Eumetazoa	antiquewhite2	red_gastrula
575	PL16328	tnfaip3	Bilateria	antiquewhite2	red_gastrula
576	PL17005	chio	Eumetazoa	antiquewhite2	red_gastrula
577	PL17022	znfx1-8	Eumetazoa	antiquewhite2	red_gastrula
578	PL17082	slc22a9-3	Eumetazoa	antiquewhite2	red_gastrula
579	PL17380	cp51a	Bilateria	antiquewhite2	red_gastrula
580	PL17813	ach10-2	Eumetazoa	antiquewhite2	red_gastrula
581	PL17820	zfyv1-2	Eumetazoa	antiquewhite2	red_gastrula
582	PL18374	rost-10	Eumetazoa	antiquewhite2	red_gastrula
583	PL19166	cp2j5	Eumetazoa	antiquewhite2	red_gastrula
584	PL19436	lrr-6	Eumetazoa	antiquewhite2	red_gastrula
585	PL19438	eya1	Eumetazoa	antiquewhite2	red_gastrula
586	PL19515	prrdh-2	Eumetazoa	antiquewhite2	red_gastrula
587	PL19851	smc6-2	Eumetazoa	antiquewhite2	red_gastrula
588	PL20375	garem	Eumetazoa	antiquewhite2	red_gastrula
589	PL20397	lmbd1	Eumetazoa	antiquewhite2	red_gastrula
590	PL20647	unchar-22979	Echinoidea	antiquewhite2	red_gastrula
591	PL21310	sybl1-2	Eumetazoa	antiquewhite2	red_gastrula
592	PL21516	slc46a1l-3	Eumetazoa	antiquewhite2	red_gastrula
593	PL21684	alas2-1	Eumetazoa	antiquewhite2	red_gastrula
594	PL21760	srcr138	Echinoidea	antiquewhite2	red_gastrula
595	PL22000	unchar-17444	Echinoidea	antiquewhite2	red_gastrula
596	PL22173	pdli5	Eumetazoa	antiquewhite2	red_gastrula
597	PL22275	pik3ap1l	Bilateria	antiquewhite2	red_gastrula
598	PL22313	prkg1	Eumetazoa	antiquewhite2	red_gastrula
599	PL22643	arsbl	Echinoidea	antiquewhite2	red_gastrula
600	PL22730	unchar-22544	Parliv	antiquewhite2	red_gastrula
601	PL23249	sat2l	Echinoidea	antiquewhite2	red_gastrula
602	PL23330	unchar-11031	Eumetazoa	antiquewhite2	red_gastrula
603	PL23425	aldh3a1	Eumetazoa	antiquewhite2	red_gastrula
604	PL24098	creg1	Eumetazoa	antiquewhite2	red_gastrula
605	PL24147	if27a-2	Bilateria	antiquewhite2	red_gastrula
606	PL24150	rhbl4	Eumetazoa	antiquewhite2	red_gastrula
607	PL24190	prss16	Eumetazoa	antiquewhite2	red_gastrula
608	PL24461	mfsd1-1	Eumetazoa	antiquewhite2	red_gastrula
609	PL24764	unchar-2134	Eumetazoa	antiquewhite2	red_gastrula
610	PL25003	lrr-8	Eumetazoa	antiquewhite2	red_gastrula
611	PL26146	tor1a-2	Eumetazoa	antiquewhite2	red_gastrula
612	PL26165	gabr1-3	Eumetazoa	antiquewhite2	red_gastrula
613	PL26205	edil3-1	Eumetazoa	antiquewhite2	red_gastrula
614	PL26345	garnl3	Eumetazoa	antiquewhite2	red_gastrula
615	PL26386	ddx58-7	Eumetazoa	antiquewhite2	red_gastrula
616	PL26448	apoa-1	Eumetazoa	antiquewhite2	red_gastrula
617	PL26902	mib2-11	Eumetazoa	antiquewhite2	red_gastrula
618	PL27064	plekhg5	Eumetazoa	antiquewhite2	red_gastrula
619	PL27363	melt-2	Eumetazoa	antiquewhite2	red_gastrula
620	PL27568	tmco4	Eumetazoa	antiquewhite2	red_gastrula
621	PL27633	lact2-3	Bilateria	antiquewhite2	red_gastrula
622	PL27641	ece1	Eumetazoa	antiquewhite2	red_gastrula
623	PL27846	unchar-917	Parliv	antiquewhite2	red_gastrula
624	PL28187	trim2-2	Eumetazoa	antiquewhite2	red_gastrula
625	PL28347	lrr-14	Eumetazoa	antiquewhite2	red_gastrula
626	PL28859	unchar-14272	Eleutherozoa	antiquewhite2	red_gastrula
627	PL28912	unchar-17885	Bilateria	antiquewhite2	red_gastrula
628	PL29001	unchar-5228	Eumetazoa	antiquewhite2	red_gastrula
629	PL29121	galr2l-2	Eumetazoa	antiquewhite2	red_gastrula
630	PL29920	zc3h7b	Eumetazoa	antiquewhite2	red_gastrula
631	PL29942	trim3-7	Eumetazoa	antiquewhite2	red_gastrula
632	PL29973	helz-5	Eumetazoa	antiquewhite2	red_gastrula
633	PL30132	helz-2	Eumetazoa	antiquewhite2	red_gastrula
634	PL30244	nr1m1	Bilateria	antiquewhite2	red_gastrula
635	PL30318	fdft1	Bilateria	antiquewhite2	red_gastrula
636	PL30421	unchar-5749	Eumetazoa	antiquewhite2	red_gastrula
637	PL30643	cspe8l3	Eumetazoa	antiquewhite2	red_gastrula
638	PL31181	peci-2	Bilateria	antiquewhite2	red_gastrula
639	PL31395	vapa	Eumetazoa	antiquewhite2	red_gastrula
640	PL31459	tm208	Eumetazoa	antiquewhite2	red_gastrula
641	PL31591	ppgb-4	Bilateria	antiquewhite2	red_gastrula
642	PL31710	cpne3	Eumetazoa	antiquewhite2	red_gastrula
643	PL31807	unchar-16813	Ambulacraria	antiquewhite2	red_gastrula
644	PL31865	unchar-10500	Bilateria	antiquewhite2	red_gastrula
645	PL32151	tmem106l-1	Eumetazoa	antiquewhite2	red_gastrula
646	PL32540	cytb561-1	Eumetazoa	antiquewhite2	red_gastrula
647	PL33079	pth1r	Eumetazoa	antiquewhite2	red_gastrula
648	PL33129	ita9	Eumetazoa	antiquewhite2	red_gastrula
649	PL33795	llgl2	Eumetazoa	antiquewhite2	red_gastrula
650	PL33835	aofa-3	Eumetazoa	antiquewhite2	red_gastrula
651	PL33954	5ht1r	Eumetazoa	antiquewhite2	red_gastrula
652	PL34194	mfsd11	Eumetazoa	antiquewhite2	red_gastrula
653	PL34260	fam20c-2	Bilateria	antiquewhite2	red_gastrula
654	PL34403	fa20c-1	Bilateria	antiquewhite2	red_gastrula
655	PL34490	ttvgcac	Eumetazoa	antiquewhite2	red_gastrula
