s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	s1tot	s2tot	n	fishp	padj	scol
268	PL08404	19834994	chrom1	333	L_var_14275	42343974	chr7	6800	NA	1380	999	971	0	0	S
269	PL08812	19839210	chrom1	334	L_var_14276	42351378	chr7	6801	NA	1380	999	971	0	0	S
270	PL11123	19881225	chrom1	335	L_var_14277	42396343	chr7	6802	N	1380	999	971	0	0	S
271	PL11228	19902514	chrom1	336	L_var_14285	42547287	chr7	6808	B3	1380	999	971	0	0	S
272	PL10591	19907756	chrom1	337	L_var_14284	42526600	chr7	6807	A	1380	999	971	0	0	S
273	PL07999	19920167	chrom1	338	L_var_14283	42515492	chr7	6806	NA	1380	999	971	0	0	S
274	PL08825	19956039	chrom1	339	L_var_14280	42468330	chr7	6804	A	1380	999	971	0	0	S
275	PL10101	19959784	chrom1	340	L_var_14282	42496095	chr7	6805	A	1380	999	971	0	0	S
276	PL09817	20003921	chrom1	341	L_var_14279	42421722	chr7	6803	A	1380	999	971	0	0	S
277	PL10603	20043179	chrom1	342	L_var_14287	42583778	chr7	6809	A	1380	999	971	0	0	S
278	PL09986	20094942	chrom1	343	L_var_14288	42623943	chr7	6810	A	1380	999	971	0	0	S
279	PL09341	20133307	chrom1	344	L_var_14289	42675275	chr7	6811	A	1380	999	971	0	0	S
280	PL09254	20136967	chrom1	345	L_var_14290	42675335	chr7	6812	A	1380	999	971	0	0	S
281	PL09585	20194583	chrom1	346	L_var_14291	42725480	chr7	6813	N	1380	999	971	0	0	S
282	PL10221	20316061	chrom1	347	L_var_14297	42856116	chr7	6814	A	1380	999	971	0	0	S
283	PL10827	20320405	chrom1	348	L_var_13983	33431887	chr7	6583	B2	1380	999	971	0	0	S
284	PL11063	20390038	chrom1	349	L_var_13982	33383995	chr7	6582	NA	1380	999	971	0	0	S
285	PL10284	20395679	chrom1	350	L_var_13981	33376371	chr7	6581	NA	1380	999	971	0	0	S
286	PL08397	20408111	chrom1	351	L_var_13977	33229570	chr7	6579	A	1380	999	971	0	0	S
287	PL08162	20437613	chrom1	352	L_var_13971	33055341	chr7	6575	P	1380	999	971	0	0	S
288	PL08374	20503725	chrom1	353	L_var_13972	33081716	chr7	6576	NA	1380	999	971	0	0	S
289	PL10654	20530710	chrom1	354	L_var_13973	33111198	chr7	6577	NA	1380	999	971	0	0	S
290	PL09010	20605033	chrom1	355	L_var_13974	33140336	chr7	6578	A	1380	999	971	0	0	S
291	PL08684	20669520	chrom1	356	L_var_13969	33018149	chr7	6574	NA	1380	999	971	0	0	S
292	PL10001	20686849	chrom1	357	L_var_13968	33007267	chr7	6573	NA	1380	999	971	0	0	S
293	PL09498	20731883	chrom1	358	L_var_13967	32940408	chr7	6572	NA	1380	999	971	0	0	S
294	PL08210	20805179	chrom1	359	L_var_13966	32894399	chr7	6571	A	1380	999	971	0	0	S
295	PL10277	21094293	chrom1	361	L_var_13965	32829217	chr7	6570	NA	1380	999	971	0	0	S
296	PL10791	21137487	chrom1	362	L_var_13964	32802983	chr7	6569	A	1380	999	971	0	0	S
297	PL09679	21207664	chrom1	363	L_var_13963	32757169	chr7	6568	NA	1380	999	971	0	0	S
298	PL09772	21286068	chrom1	364	L_var_13962	32721934	chr7	6567	A	1380	999	971	0	0	S
299	PL08063	21296038	chrom1	365	L_var_14119	37571789	chr7	6678	NA	1380	999	971	0	0	S
300	PL09830	21404477	chrom1	366	L_var_13856	29671925	chr7	6501	NA	1380	999	971	0	0	S
301	PL09583	21435847	chrom1	367	L_var_13855	29661121	chr7	6500	A	1380	999	971	0	0	S
302	PL11191	21506913	chrom1	368	L_var_13853	29612392	chr7	6499	NA	1380	999	971	0	0	S
303	PL08838	21595426	chrom1	369	L_var_13851	29488678	chr7	6498	A	1380	999	971	0	0	S
304	PL09293	21658580	chrom1	370	L_var_13850	29420722	chr7	6497	NA	1380	999	971	0	0	S
305	PL09751	21688112	chrom1	371	L_var_13847	29357139	chr7	6495	NA	1380	999	971	0	0	S
306	PL11227	21734644	chrom1	372	L_var_13846	29328898	chr7	6494	NA	1380	999	971	0	0	S
307	PL10793	21760305	chrom1	373	L_var_13844	29314223	chr7	6493	A	1380	999	971	0	0	S
308	PL09389	21761020	chrom1	374	L_var_13843	29312328	chr7	6492	A	1380	999	971	0	0	S
309	PL08828	21800043	chrom1	375	L_var_13842	29285633	chr7	6491	NA	1380	999	971	0	0	S
310	PL10324	21915249	chrom1	376	L_var_13841	29255164	chr7	6489	NA	1380	999	971	0	0	S
311	PL08294	21985152	chrom1	378	L_var_13840	29255347	chr7	6490	NA	1380	999	971	0	0	S
312	PL09956	22133769	chrom1	379	L_var_13839	29164695	chr7	6487	A	1380	999	971	0	0	S
313	PL09562	22142976	chrom1	380	L_var_13838	29164741	chr7	6488	NA	1380	999	971	0	0	S
314	PL09706	22161270	chrom1	381	L_var_13835	29142648	chr7	6486	J1	1380	999	971	0	0	S
315	PL08587	22265213	chrom1	382	L_var_13832	29091806	chr7	6484	A	1380	999	971	0	0	S
316	PL09639	22299158	chrom1	383	L_var_13831	29055264	chr7	6483	A	1380	999	971	0	0	S
317	PL08743	22314861	chrom1	384	L_var_13830	29033427	chr7	6482	NA	1380	999	971	0	0	S
318	PL09315	22367827	chrom1	385	L_var_13829	28982825	chr7	6481	K	1380	999	971	0	0	S
319	PL10968	22377920	chrom1	386	L_var_13828	28951918	chr7	6480	A	1380	999	971	0	0	S
320	PL08480	22454098	chrom1	387	L_var_13825	28902008	chr7	6479	B1	1380	999	971	0	0	S
321	PL09907	22519602	chrom1	388	L_var_13824	28849107	chr7	6478	NA	1380	999	971	0	0	S
322	PL10074	22604733	chrom1	389	L_var_13823	28775779	chr7	6477	NA	1380	999	971	0	0	S
323	PL10641	22655525	chrom1	390	L_var_13821	28721888	chr7	6476	A	1380	999	971	0	0	S
324	PL10115	22664682	chrom1	391	L_var_13820	28707398	chr7	6475	A	1380	999	971	0	0	S
325	PL10905	22712299	chrom1	392	L_var_13818	28672028	chr7	6473	A	1380	999	971	0	0	S
326	PL08396	22712590	chrom1	393	L_var_13819	28679449	chr7	6474	A	1380	999	971	0	0	S
327	PL10299	22727125	chrom1	394	L_var_13817	28653142	chr7	6472	A	1380	999	971	0	0	S
328	PL09540	22749837	chrom1	395	L_var_13816	28626585	chr7	6471	NA	1380	999	971	0	0	S
329	PL09086	22769039	chrom1	396	L_var_13815	28596104	chr7	6470	A	1380	999	971	0	0	S
330	PL10701	22780606	chrom1	397	L_var_13814	28594210	chr7	6469	A	1380	999	971	0	0	S
331	PL09366	22827532	chrom1	398	L_var_13813	28542542	chr7	6468	A	1380	999	971	0	0	S
332	PL10066	22839508	chrom1	399	L_var_13811	28532866	chr7	6467	A	1380	999	971	0	0	S
333	PL08905	22840287	chrom1	400	L_var_13812	28532864	chr7	6466	NA	1380	999	971	0	0	S
334	PL10064	22865964	chrom1	401	L_var_13810	28501237	chr7	6465	NA	1380	999	971	0	0	S
335	PL08775	22896936	chrom1	402	L_var_13809	28498885	chr7	6464	A	1380	999	971	0	0	S
336	PL08855	22911606	chrom1	403	L_var_13807	28465839	chr7	6463	NA	1380	999	971	0	0	S
337	PL08036	23032079	chrom1	404	L_var_13806	28417360	chr7	6462	A	1380	999	971	0	0	S
338	PL10156	23072801	chrom1	405	L_var_13803	28377621	chr7	6460	NA	1380	999	971	0	0	S
339	PL08622	23122890	chrom1	406	L_var_13802	28363753	chr7	6459	NA	1380	999	971	0	0	S
340	PL07988	23164840	chrom1	407	L_var_13799	28316173	chr7	6457	NA	1380	999	971	0	0	S
341	PL08201	23167347	chrom1	408	L_var_13801	28329951	chr7	6458	NA	1380	999	971	0	0	S
342	PL10659	23320874	chrom1	409	L_var_13796	28191470	chr7	6455	NA	1380	999	971	0	0	S
343	PL08096	23458851	chrom1	410	L_var_13795	28170617	chr7	6454	A	1380	999	971	0	0	S
344	PL08206	23613297	chrom1	411	L_var_13792	27533465	chr7	6453	A	1380	999	971	0	0	S
345	PL08926	23909844	chrom1	412	L_var_13791	27230859	chr7	6452	A	1380	999	971	0	0	S
346	PL09165	24088545	chrom1	413	L_var_13788	27038344	chr7	6451	A	1380	999	971	0	0	S
347	PL10628	24109866	chrom1	414	L_var_13787	27030828	chr7	6450	A	1380	999	971	0	0	S
348	PL11139	24191048	chrom1	415	L_var_13786	26945648	chr7	6449	A	1380	999	971	0	0	S
349	PL08890	24281084	chrom1	416	L_var_13785	26855113	chr7	6448	A	1380	999	971	0	0	S
350	PL08112	24647568	chrom1	422	L_var_13859	29768247	chr7	6502	A	1380	999	971	0	0	S
351	PL08715	24710921	chrom1	423	L_var_13861	29828356	chr7	6503	A	1380	999	971	0	0	S
352	PL09669	24732111	chrom1	424	L_var_13862	29856336	chr7	6504	O2	1380	999	971	0	0	S
353	PL10832	24805291	chrom1	425	L_var_13863	29936088	chr7	6505	NA	1380	999	971	0	0	S
354	PL10880	24834191	chrom1	426	L_var_13864	29940014	chr7	6506	A	1380	999	971	0	0	S
355	PL08524	24848274	chrom1	427	L_var_13474	17459434	chr7	6221	A	1380	999	971	0	0	S
356	PL10856	24939135	chrom1	429	L_var_13473	17415174	chr7	6220	A	1380	999	971	0	0	S
357	PL09064	24946290	chrom1	430	L_var_13472	17401899	chr7	6219	NA	1380	999	971	0	0	S
358	PL10694	25049053	chrom1	431	L_var_13471	17322287	chr7	6218	A	1380	999	971	0	0	S
359	PL09802	25116908	chrom1	432	L_var_13470	17311649	chr7	6217	A	1380	999	971	0	0	S
360	PL11201	25184242	chrom1	433	L_var_13469	17262717	chr7	6216	A	1380	999	971	0	0	S
361	PL08667	25271593	chrom1	434	L_var_13468	17194152	chr7	6215	A	1380	999	971	0	0	S
362	PL10970	25297886	chrom1	435	L_var_13467	17162840	chr7	6214	A	1380	999	971	0	0	S
363	PL08570	25350963	chrom1	436	L_var_13466	17103936	chr7	6213	A	1380	999	971	0	0	S
364	PL10665	25440572	chrom1	437	L_var_13464	16962584	chr7	6211	A	1380	999	971	0	0	S
365	PL08695	25466780	chrom1	438	L_var_14363	44784996	chr7	6860	A	1380	999	971	0	0	S
366	PL09790	25467107	chrom1	439	L_var_14364	44785796	chr7	6861	NA	1380	999	971	0	0	S
367	PL08908	25495860	chrom1	440	L_var_14365	44810469	chr7	6862	A	1380	999	971	0	0	S
368	PL08349	25517016	chrom1	441	L_var_14366	44823365	chr7	6863	NA	1380	999	971	0	0	S
369	PL11204	25561046	chrom1	442	L_var_14367	44852270	chr7	6864	NA	1380	999	971	0	0	S
370	PL11002	25582363	chrom1	443	L_var_14368	44874336	chr7	6865	NA	1380	999	971	0	0	S
371	PL09690	25662033	chrom1	444	L_var_14369	44943931	chr7	6866	J2	1380	999	971	0	0	S
372	PL08626	25728724	chrom1	445	L_var_14372	45031589	chr7	6867	A	1380	999	971	0	0	S
373	PL10400	25781875	chrom1	446	L_var_14374	45109556	chr7	6868	A	1380	999	971	0	0	S
374	PL10490	25822130	chrom1	448	L_var_14375	45125531	chr7	6869	A	1380	999	971	0	0	S
375	PL08654	25847061	chrom1	449	L_var_14376	45151650	chr7	6870	NA	1380	999	971	0	0	S
376	PL10002	25873190	chrom1	450	L_var_14378	45257101	chr7	6871	A	1380	999	971	0	0	S
377	PL09442	26038307	chrom1	451	L_var_14321	43360800	chr7	6829	A	1380	999	971	0	0	S
378	PL10331	26105475	chrom1	452	L_var_14318	43313796	chr7	6828	NA	1380	999	971	0	0	S
379	PL11092	26124042	chrom1	453	L_var_14317	43288569	chr7	6827	A	1380	999	971	0	0	S
380	PL09877	26258876	chrom1	454	L_var_14316	43248878	chr7	6826	A	1380	999	971	0	0	S
381	PL10274	26326775	chrom1	457	L_var_13365	13821348	chr7	6144	A	1380	999	971	0	0	S
382	PL08118	26372089	chrom1	458	L_var_13549	19353395	chr7	6272	NA	1380	999	971	0	0	S
383	PL08990	26428579	chrom1	459	L_var_13548	19304239	chr7	6271	NA	1380	999	971	0	0	S
384	PL08278	26459924	chrom1	460	L_var_13546	19300142	chr7	6270	A	1380	999	971	0	0	S
385	PL10828	26519466	chrom1	461	L_var_13550	19396464	chr7	6273	A	1380	999	971	0	0	S
386	PL08787	26519829	chrom1	462	L_var_13551	19400904	chr7	6274	A	1380	999	971	0	0	S
387	PL08390	26550959	chrom1	463	L_var_13552	19425682	chr7	6275	A	1380	999	971	0	0	S
388	PL08653	26574887	chrom1	464	L_var_13554	19440103	chr7	6276	A	1380	999	971	0	0	S
389	PL08093	26598293	chrom1	465	L_var_13555	19458811	chr7	6277	NA	1380	999	971	0	0	S
390	PL09596	26712344	chrom1	466	L_var_13556	19526057	chr7	6278	A	1380	999	971	0	0	S
391	PL08419	26742874	chrom1	467	L_var_13558	19577396	chr7	6279	A	1380	999	971	0	0	S
392	PL08181	26774555	chrom1	468	L_var_13562	19670439	chr7	6281	A	1380	999	971	0	0	S
393	PL08420	26816306	chrom1	469	L_var_13563	19688254	chr7	6282	A	1380	999	971	0	0	S
394	PL08221	27055513	chrom1	471	L_var_13564	19865899	chr7	6283	NA	1380	999	971	0	0	S
395	PL08311	27115488	chrom1	472	L_var_13565	19895363	chr7	6284	A	1380	999	971	0	0	S
396	PL08592	27159173	chrom1	473	L_var_13567	19938623	chr7	6285	NA	1380	999	971	0	0	S
397	PL08726	27293654	chrom1	474	L_var_13568	19983977	chr7	6286	A	1380	999	971	0	0	S
398	PL10391	27317166	chrom1	475	L_var_13569	20079336	chr7	6287	A	1380	999	971	0	0	S
399	PL10937	27362088	chrom1	476	L_var_13570	20122156	chr7	6288	NA	1380	999	971	0	0	S
400	PL10502	27384497	chrom1	477	L_var_13571	20132305	chr7	6289	O1	1380	999	971	0	0	S
401	PL10944	27408064	chrom1	478	L_var_13573	20153228	chr7	6290	A	1380	999	971	0	0	S
402	PL11143	27463283	chrom1	479	L_var_13574	20207479	chr7	6291	NA	1380	999	971	0	0	S
403	PL10663	27496050	chrom1	480	L_var_13575	20210137	chr7	6292	NA	1380	999	971	0	0	S
404	PL10651	27631428	chrom1	483	L_var_13577	20320248	chr7	6294	NA	1380	999	971	0	0	S
405	PL08330	27656912	chrom1	484	L_var_13576	20290159	chr7	6293	A	1380	999	971	0	0	S
406	PL09220	27725034	chrom1	486	L_var_13579	20371256	chr7	6295	A	1380	999	971	0	0	S
407	PL08512	27750598	chrom1	487	L_var_13580	20419417	chr7	6296	NA	1380	999	971	0	0	S
408	PL08607	27752527	chrom1	488	L_var_13582	20443648	chr7	6297	A	1380	999	971	0	0	S
409	PL09265	27803605	chrom1	489	L_var_13583	20498932	chr7	6298	A	1380	999	971	0	0	S
410	PL10047	27834784	chrom1	490	L_var_13584	20498932	chr7	6299	A	1380	999	971	0	0	S
411	PL08989	27910985	chrom1	491	L_var_13585	20653364	chr7	6300	NA	1380	999	971	0	0	S
412	PL11183	28024697	chrom1	492	L_var_13586	20668811	chr7	6301	NA	1380	999	971	0	0	S
413	PL09621	28081412	chrom1	493	L_var_13589	20728933	chr7	6302	A	1380	999	971	0	0	S
414	PL11211	28082241	chrom1	494	L_var_13590	20729441	chr7	6303	A	1380	999	971	0	0	S
415	PL09759	28141030	chrom1	495	L_var_13591	20805020	chr7	6304	A	1380	999	971	0	0	S
416	PL10160	28146794	chrom1	496	L_var_13592	20815404	chr7	6305	NA	1380	999	971	0	0	S
417	PL11058	28163060	chrom1	497	L_var_13593	20836350	chr7	6306	A	1380	999	971	0	0	S
418	PL10060	28222762	chrom1	498	L_var_13594	20879444	chr7	6307	A	1380	999	971	0	0	S
419	PL08704	28290868	chrom1	499	L_var_13595	20939750	chr7	6308	A	1380	999	971	0	0	S
420	PL08676	28363321	chrom1	500	L_var_13596	20995241	chr7	6309	NA	1380	999	971	0	0	S
421	PL09615	28397838	chrom1	501	L_var_13597	21027023	chr7	6310	A	1380	999	971	0	0	S
422	PL09351	28511517	chrom1	502	L_var_13615	21522031	chr7	6324	NA	1380	999	971	0	0	S
423	PL08331	28511749	chrom1	503	L_var_13614	21515909	chr7	6323	NA	1380	999	971	0	0	S
424	PL11012	28556804	chrom1	504	L_var_13612	21458698	chr7	6322	A	1380	999	971	0	0	S
425	PL08940	28564145	chrom1	505	L_var_13611	21450671	chr7	6321	L	1380	999	971	0	0	S
426	PL11132	28565065	chrom1	506	L_var_13610	21449327	chr7	6320	A	1380	999	971	0	0	S
427	PL10738	28588510	chrom1	507	L_var_13609	21428340	chr7	6319	A	1380	999	971	0	0	S
428	PL09423	28648695	chrom1	508	L_var_13608	21377834	chr7	6318	M	1380	999	971	0	0	S
429	PL11038	37921427	chrom1	637	L_var_14124	37725010	chr7	6683	NA	1380	999	971	0	0	S
430	PL09238	42184458	chrom1	711	L_var_14009	34462137	chr7	6605	A	1380	999	971	0	0	S
431	PL10945	42227046	chrom1	712	L_var_14011	34508599	chr7	6606	A	1380	999	971	0	0	S
432	PL10250	42242224	chrom1	713	L_var_14012	34558439	chr7	6607	A	1380	999	971	0	0	S
433	PL10916	42378305	chrom1	714	L_var_14015	34758883	chr7	6608	A	1380	999	971	0	0	S
434	PL07996	42534742	chrom1	715	L_var_14016	34821533	chr7	6609	A	1380	999	971	0	0	S
435	PL10804	42566082	chrom1	716	L_var_14017	34849834	chr7	6610	A	1380	999	971	0	0	S
436	PL10253	42667551	chrom1	717	L_var_14019	34865166	chr7	6611	K	1380	999	971	0	0	S
437	PL09858	42693084	chrom1	718	L_var_14021	34881762	chr7	6612	J1	1380	999	971	0	0	S
438	PL09404	42716980	chrom1	719	L_var_14022	34902048	chr7	6613	A	1380	999	971	0	0	S
439	PL08854	42741998	chrom1	720	L_var_14023	34930009	chr7	6614	NA	1380	999	971	0	0	S
440	PL11042	42840681	chrom1	721	L_var_14025	35167059	chr7	6615	A	1380	999	971	0	0	S
441	PL08155	42843856	chrom1	722	L_var_14026	35172972	chr7	6616	A	1380	999	971	0	0	S
442	PL10108	42891516	chrom1	723	L_var_14027	35215432	chr7	6617	A	1380	999	971	0	0	S
443	PL11270	42907009	chrom1	724	L_var_14029	35220337	chr7	6618	A	1380	999	971	0	0	S
444	PL10085	42960845	chrom1	725	L_var_14030	35300580	chr7	6619	A	1380	999	971	0	0	S
445	PL08177	42961050	chrom1	726	L_var_14033	35308293	chr7	6620	A	1380	999	971	0	0	S
446	PL10667	43003378	chrom1	727	L_var_14034	35345831	chr7	6621	A	1380	999	971	0	0	S
447	PL08109	43015723	chrom1	728	L_var_14035	35353096	chr7	6622	A	1380	999	971	0	0	S
448	PL09530	43067629	chrom1	729	L_var_14036	35409611	chr7	6623	A	1380	999	971	0	0	S
449	PL09279	43068354	chrom1	730	L_var_14037	35411793	chr7	6624	A	1380	999	971	0	0	S
450	PL09656	43086375	chrom1	731	L_var_14038	35429934	chr7	6625	A	1380	999	971	0	0	S
451	PL08137	43271777	chrom1	732	L_var_14041	35600241	chr7	6626	A	1380	999	971	0	0	S
452	PL09767	43568533	chrom1	733	L_var_13182	7769064	chr7	6027	NA	1380	999	971	0	0	S
453	PL10524	43629395	chrom1	734	L_var_13183	7797805	chr7	6028	A	1380	999	971	0	0	S
454	PL08585	43787169	chrom1	735	L_var_13187	7903155	chr7	6029	A	1380	999	971	0	0	S
455	PL10840	43863187	chrom1	736	L_var_13487	17813976	chr7	6232	NA	1380	999	971	0	0	S
456	PL08226	43924008	chrom1	737	L_var_13488	17874904	chr7	6233	A	1380	999	971	0	0	S
457	PL09739	43930890	chrom1	738	L_var_13489	17895048	chr7	6234	NA	1380	999	971	0	0	S
458	PL08552	43967645	chrom1	739	L_var_13490	17930827	chr7	6235	A	1380	999	971	0	0	S
459	PL10310	44011045	chrom1	740	L_var_13491	17945422	chr7	6236	A	1380	999	971	0	0	S
460	PL10985	44057729	chrom1	741	L_var_13493	18006517	chr7	6237	I	1380	999	971	0	0	S
461	PL08980	44118702	chrom1	742	L_var_13494	18035832	chr7	6238	NA	1380	999	971	0	0	S
462	PL09631	44262160	chrom1	744	L_var_13495	18046065	chr7	6239	A	1380	999	971	0	0	S
463	PL10347	44283512	chrom1	745	L_var_13496	18084918	chr7	6240	NA	1380	999	971	0	0	S
464	PL09737	44350859	chrom1	746	L_var_13115	5646870	chr7	5980	NA	1380	999	971	0	0	S
465	PL08614	44373477	chrom1	747	L_var_13114	5612501	chr7	5979	A	1380	999	971	0	0	S
466	PL08212	44435498	chrom1	748	L_var_13121	5829124	chr7	5984	NA	1380	999	971	0	0	S
467	PL11349	44496427	chrom1	749	L_var_13122	5839177	chr7	5985	A	1380	999	971	0	0	S
468	PL08752	44574863	chrom1	750	L_var_13123	5923722	chr7	5986	A	1380	999	971	0	0	S
469	PL08797	44659830	chrom1	751	L_var_13124	5939779	chr7	5987	A	1380	999	971	0	0	S
470	PL10549	44697756	chrom1	752	L_var_13125	5976611	chr7	5988	A	1380	999	971	0	0	S
471	PL08473	44708314	chrom1	753	L_var_13126	6003627	chr7	5989	A	1380	999	971	0	0	S
472	PL09041	44729676	chrom1	754	L_var_13764	26351066	chr7	6435	A	1380	999	971	0	0	S
473	PL08959	44737572	chrom1	755	L_var_13765	26356185	chr7	6436	A	1380	999	971	0	0	S
474	PL10820	44801830	chrom1	756	L_var_13766	26387117	chr7	6437	NA	1380	999	971	0	0	S
475	PL09304	44840720	chrom1	757	L_var_13767	26402727	chr7	6438	A	1380	999	971	0	0	S
476	PL10362	44921169	chrom1	758	L_var_13768	26431584	chr7	6439	NA	1380	999	971	0	0	S
477	PL08934	44981461	chrom1	759	L_var_13770	26468445	chr7	6440	A	1380	999	971	0	0	S
478	PL10070	45048640	chrom1	761	L_var_13405	15195580	chr7	6173	A	1380	999	971	0	0	S
479	PL09846	45121834	chrom1	762	L_var_13404	15087661	chr7	6172	NA	1380	999	971	0	0	S
480	PL10003	45829186	chrom1	763	L_var_13391	14487888	chr7	6161	A	1380	999	971	0	0	S
481	PL09407	45842669	chrom1	764	L_var_13392	14488244	chr7	6162	A	1380	999	971	0	0	S
482	PL09273	45862501	chrom1	765	L_var_13394	14506001	chr7	6163	NA	1380	999	971	0	0	S
483	PL09658	45862710	chrom1	766	L_var_13393	14509726	chr7	6164	A	1380	999	971	0	0	S
484	PL11157	45933812	chrom1	767	L_var_13395	14578615	chr7	6165	NA	1380	999	971	0	0	S
485	PL10154	45940681	chrom1	768	L_var_13396	14586576	chr7	6166	A	1380	999	971	0	0	S
486	PL08142	45989500	chrom1	769	L_var_13397	14616869	chr7	6167	A	1380	999	971	0	0	S
487	PL10097	46058491	chrom1	770	L_var_13398	14639385	chr7	6168	A	1380	999	971	0	0	S
488	PL09867	46116206	chrom1	771	L_var_13385	14268792	chr7	6155	A	1380	999	971	0	0	S
489	PL08388	46125738	chrom1	772	L_var_13383	14262199	chr7	6154	NA	1380	999	971	0	0	S
490	PL09046	46142105	chrom1	773	L_var_13381	14238117	chr7	6153	NA	1380	999	971	0	0	S
491	PL11174	46158573	chrom1	774	L_var_13380	14223754	chr7	6152	A	1380	999	971	0	0	S
492	PL09923	46206909	chrom1	775	L_var_13378	14170256	chr7	6151	NA	1380	999	971	0	0	S
493	PL11335	46249625	chrom1	776	L_var_13374	14118134	chr7	6150	A	1380	999	971	0	0	S
494	PL08849	46287407	chrom1	777	L_var_13372	14089636	chr7	6149	NA	1380	999	971	0	0	S
495	PL10355	46381291	chrom1	778	L_var_13371	14000211	chr7	6148	N	1380	999	971	0	0	S
496	PL09574	46497657	chrom1	779	L_var_13369	13907981	chr7	6147	A	1380	999	971	0	0	S
497	PL10844	46509904	chrom1	780	L_var_13367	13880470	chr7	6145	NA	1380	999	971	0	0	S
498	PL09144	46510006	chrom1	781	L_var_13368	13882575	chr7	6146	A	1380	999	971	0	0	S
499	PL09258	46535258	chrom1	782	L_var_13361	13713793	chr7	6143	A	1380	999	971	0	0	S
500	PL08265	46559628	chrom1	783	L_var_13360	13674462	chr7	6141	A	1380	999	971	0	0	S
501	PL08956	46565479	chrom1	784	L_var_13359	13684018	chr7	6142	NA	1380	999	971	0	0	S
502	PL08211	46624110	chrom1	785	L_var_13358	13618862	chr7	6140	A	1380	999	971	0	0	S
503	PL08325	46716974	chrom1	786	L_var_13357	13546189	chr7	6139	A	1380	999	971	0	0	S
504	PL09526	46724041	chrom1	787	L_var_13356	13544138	chr7	6138	NA	1380	999	971	0	0	S
505	PL10061	46768111	chrom1	789	L_var_13352	13404240	chr7	6137	NA	1380	999	971	0	0	S
506	PL08061	46922523	chrom1	790	L_var_13351	13340460	chr7	6136	A	1380	999	971	0	0	S
507	PL09195	46926318	chrom1	791	L_var_13350	13338473	chr7	6135	NA	1380	999	971	0	0	S
508	PL10194	46940411	chrom1	792	L_var_13346	13212793	chr7	6133	A	1380	999	971	0	0	S
509	PL09468	47038520	chrom1	793	L_var_13344	13123634	chr7	6132	C2	1380	999	971	0	0	S
510	PL09300	47141263	chrom1	794	L_var_13343	13088480	chr7	6131	F	1380	999	971	0	0	S
511	PL10100	47161166	chrom1	795	L_var_13339	12991612	chr7	6129	A	1380	999	971	0	0	S
512	PL08518	47161337	chrom1	796	L_var_13340	12998653	chr7	6130	A	1380	999	971	0	0	S
513	PL11197	47190495	chrom1	797	L_var_13337	12968322	chr7	6128	NA	1380	999	971	0	0	S
514	PL09393	47223959	chrom1	798	L_var_13335	12925561	chr7	6127	NA	1380	999	971	0	0	S
515	PL08441	47269669	chrom1	799	L_var_13334	12907915	chr7	6126	NA	1380	999	971	0	0	S
516	PL10525	47326998	chrom1	800	L_var_13332	12798038	chr7	6125	A	1380	999	971	0	0	S
517	PL08292	47427229	chrom1	801	L_var_13331	12744006	chr7	6124	A	1380	999	971	0	0	S
518	PL10747	47436754	chrom1	802	L_var_13330	12735413	chr7	6123	A	1380	999	971	0	0	S
519	PL11106	47581614	chrom1	803	L_var_13321	12150766	chr7	6116	NA	1380	999	971	0	0	S
520	PL10499	47633353	chrom1	804	L_var_13322	12230105	chr7	6117	A	1380	999	971	0	0	S
521	PL09353	47680447	chrom1	805	L_var_13323	12259490	chr7	6118	A	1380	999	971	0	0	S
522	PL10307	47833534	chrom1	806	L_var_13324	12303841	chr7	6119	A	1380	999	971	0	0	S
523	PL08312	47853381	chrom1	807	L_var_13327	12484902	chr7	6121	NA	1380	999	971	0	0	S
524	PL11220	47896262	chrom1	808	L_var_13329	12502314	chr7	6122	A	1380	999	971	0	0	S
525	PL10456	48001091	chrom1	809	L_var_13317	12048260	chr7	6115	A	1380	999	971	0	0	S
526	PL09821	48001218	chrom1	810	L_var_13316	12041610	chr7	6114	A	1380	999	971	0	0	S
527	PL09062	48024795	chrom1	811	L_var_13314	11963677	chr7	6113	N	1380	999	971	0	0	S
528	PL09399	48126395	chrom1	812	L_var_13291	11243318	chr7	6102	NA	1380	999	971	0	0	S
529	PL09507	48130551	chrom1	813	L_var_13292	11251416	chr7	6103	A	1380	999	971	0	0	S
530	PL09504	48244401	chrom1	814	L_var_13293	11312865	chr7	6104	A	1380	999	971	0	0	S
531	PL10975	48353399	chrom1	815	L_var_13295	11454852	chr7	6105	A	1380	999	971	0	0	S
532	PL09038	48367111	chrom1	816	L_var_13298	11541789	chr7	6107	A	1380	999	971	0	0	S
533	PL08924	48367695	chrom1	817	L_var_13297	11518068	chr7	6106	A	1380	999	971	0	0	S
534	PL10046	48408493	chrom1	818	L_var_13302	11639125	chr7	6109	A	1380	999	971	0	0	S
535	PL09815	48434214	chrom1	819	L_var_13299	11598621	chr7	6108	A	1380	999	971	0	0	S
