s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	CLG2
BL01356	12719632	BFL_1	379	g155827	10703082	scaffold_4	1407	CLGA	CLGA
BL01355	12736156	BFL_1	380	g157067	16264965	scaffold_4	1490	CLGA	CLGA
BL01354	12771395	BFL_1	381	g160773	34634134	scaffold_4	1745	CLGA	CLGA
BL01353	12781208	BFL_1	382	g157212	16936770	scaffold_4	1503	CLGA	CLGA
BL01352	12789655	BFL_1	383	g157703	19313166	scaffold_4	1552	CLGA	CLGA
BL01350	12814125	BFL_1	384	g157215	16960591	scaffold_4	1504	CLGA	CLGA
BL01349	12838104	BFL_1	385	g159649	29302082	scaffold_4	1687	CLGA	CLGA
BL01348	12843375	BFL_1	386	g159646	29288489	scaffold_4	1686	CLGA	CLGA
BL01347	12851875	BFL_1	387	g162917	46043031	scaffold_4	1897	CLGA	CLGA
BL01346	12914393	BFL_1	388	g162879	45617897	scaffold_4	1896	CLGA	CLGA
BL01345	12922118	BFL_1	389	g162811	45165270	scaffold_4	1894	CLGA	CLGA
BL01343	13028061	BFL_1	390	g157520	18513197	scaffold_4	1534	CLGA	CLGA
BL01342	13040863	BFL_1	391	g159002	25894380	scaffold_4	1646	CLGA	CLGA
BL01341	13074108	BFL_1	392	g157616	18883924	scaffold_4	1543	CLGA	CLGA
BL01331	13242596	BFL_1	394	g154677	5461865	scaffold_4	1331	CLGA	CLGA
BL01329	13264488	BFL_1	395	g162436	43207886	scaffold_4	1887	CLGA	CLGA
BL01328	13274679	BFL_1	396	g164069	52161065	scaffold_4	1968	CLGA	CLGA
BL01325	13351339	BFL_1	397	g163811	50867922	scaffold_4	1944	CLGA	CLGA
BL01324	13357501	BFL_1	398	g160596	33771440	scaffold_4	1732	CLGA	CLGA
BL01323	13374550	BFL_1	399	g159131	26631100	scaffold_4	1653	CLGA	CLGA
BL01320	13402025	BFL_1	400	g162332	42674995	scaffold_4	1872	CLGA	CLGA
BL01319	13415824	BFL_1	401	g162342	42722081	scaffold_4	1873	CLGA	CLGA
BL01318	13421191	BFL_1	402	g160477	33257275	scaffold_4	1726	CLGA	CLGA
BL01317	13430975	BFL_1	403	g159438	28195781	scaffold_4	1673	CLGA	CLGA
BL01315	13447365	BFL_1	404	g156928	15620542	scaffold_4	1485	CLGA	CLGA
BL01313	13479390	BFL_1	405	g156842	15290775	scaffold_4	1475	CLGA	CLGA
BL01312	13501322	BFL_1	406	g159447	28220150	scaffold_4	1674	CLGA	CLGA
BL01310	13579447	BFL_1	407	g163884	51246205	scaffold_4	1953	CLGA	CLGA
BL01309	13585370	BFL_1	408	g154799	6026111	scaffold_4	1340	CLGA	CLGA
BL01307	13637521	BFL_1	409	g159993	31012568	scaffold_4	1705	CLGA	CLGA
BL01306	13645223	BFL_1	410	g163155	47296143	scaffold_4	1905	CLGA	CLGA
BL01304	13701619	BFL_1	412	g157432	18068089	scaffold_4	1527	CLGA	CLGA
BL01303	13706847	BFL_1	413	g157436	18077544	scaffold_4	1528	CLGA	CLGA
BL01302	13713548	BFL_1	414	g159210	27009555	scaffold_4	1655	CLGA	CLGA
BL01300	13723339	BFL_1	415	g157426	18040652	scaffold_4	1526	CLGA	CLGA
BL01299	13726700	BFL_1	416	g160573	33696249	scaffold_4	1730	CLGA	CLGA
BL01297	13733148	BFL_1	417	g160574	33696470	scaffold_4	1731	CLGA	CLGA
BL01291	13784450	BFL_1	418	g156861	15376164	scaffold_4	1477	CLGA	CLGA
BL01283	13950100	BFL_1	420	g160968	35678843	scaffold_4	1760	CLGA	CLGA
BL01275	14138089	BFL_1	423	g163820	50897700	scaffold_4	1947	CLGA	CLGA
BL01273	14149304	BFL_1	424	g160353	32683400	scaffold_4	1722	CLGA	CLGA
BL01271	14165216	BFL_1	425	g163821	50898244	scaffold_4	1948	CLGA	CLGA
BL01269	14209457	BFL_1	426	g157728	19434441	scaffold_4	1555	CLGA	CLGA
BL01265	14251705	BFL_1	428	g159971	30849230	scaffold_4	1702	CLGA	CLGA
BL01264	14279364	BFL_1	429	g161265	37220316	scaffold_4	1783	CLGA	CLGA
BL01263	14291808	BFL_1	430	g161267	37225126	scaffold_4	1784	CLGA	CLGA
BL01261	14316322	BFL_1	431	g159979	30945025	scaffold_4	1703	CLGA	CLGA
BL01257	14395645	BFL_1	432	g161666	39272904	scaffold_4	1824	CLGA	CLGA
BL01256	14419482	BFL_1	433	g161589	38757566	scaffold_4	1819	CLGA	CLGA
BL01255	14430408	BFL_1	434	g160504	33356533	scaffold_4	1727	CLGA	CLGA
BL01254	14446736	BFL_1	435	g159480	28323757	scaffold_4	1677	CLGA	CLGA
BL01252	14483983	BFL_1	436	g161434	37994323	scaffold_4	1806	CLGA	CLGA
BL01247	14525183	BFL_1	437	g157439	18102255	scaffold_4	1529	CLGA	CLGA
BL01245	14537464	BFL_1	438	g160318	32528163	scaffold_4	1719	CLGA	CLGA
BL01244	14543513	BFL_1	439	g155663	9801345	scaffold_4	1391	CLGA	CLGA
BL01243	14552092	BFL_1	440	g158447	23180950	scaffold_4	1598	CLGA	CLGA
BL01237	14642362	BFL_1	441	g157550	18620568	scaffold_4	1539	CLGA	CLGA
BL01234	14709139	BFL_1	443	g154358	4111775	scaffold_4	1317	CLGA	CLGA
BL01233	14717252	BFL_1	444	g158239	22189584	scaffold_4	1588	CLGA	CLGA
BL01232	14729581	BFL_1	445	g158587	23783621	scaffold_4	1615	CLGA	CLGA
BL01231	14736194	BFL_1	446	g162068	41343878	scaffold_4	1855	CLGA	CLGA
BL01230	14740041	BFL_1	447	g162067	41329190	scaffold_4	1854	CLGA	CLGA
BL01226	14748012	BFL_1	448	g162061	41305535	scaffold_4	1853	CLGA	CLGA
BL01225	14753887	BFL_1	449	g164117	52460395	scaffold_4	1972	CLGA	CLGA
BL01222	14811958	BFL_1	451	g159368	27864290	scaffold_4	1667	CLGA	CLGA
BL01220	14822455	BFL_1	452	g159366	27862079	scaffold_4	1666	CLGA	CLGA
BL01219	14835971	BFL_1	453	g158737	24474506	scaffold_4	1630	CLGA	CLGA
BL01218	14846536	BFL_1	454	g158734	24468751	scaffold_4	1629	CLGA	CLGA
BL01217	14855086	BFL_1	455	g158731	24448191	scaffold_4	1628	CLGA	CLGA
BL01216	14863617	BFL_1	456	g158725	24430924	scaffold_4	1627	CLGA	CLGA
BL01212	14925063	BFL_1	457	g154666	5419064	scaffold_4	1328	CLGA	CLGA
BL01211	14934533	BFL_1	458	g162075	41399138	scaffold_4	1856	CLGA	CLGA
BL01210	14986212	BFL_1	459	g162081	41412323	scaffold_4	1857	CLGA	CLGA
BL01208	15020214	BFL_1	460	g157590	18803528	scaffold_4	1542	CLGA	CLGA
BL01207	15057301	BFL_1	461	g156433	13424410	scaffold_4	1449	CLGA	CLGA
BL01191	15172429	BFL_1	466	g160860	35124469	scaffold_4	1754	CLGA	CLGA
BL01190	15239994	BFL_1	467	g159605	29027656	scaffold_4	1683	CLGA	CLGA
BL01186	15271340	BFL_1	468	g156896	15486169	scaffold_4	1480	CLGA	CLGA
BL01185	15278295	BFL_1	469	g159579	28849577	scaffold_4	1680	CLGA	CLGA
BL01183	15300195	BFL_1	470	g160068	31456570	scaffold_4	1709	CLGA	CLGA
BL01170	15480016	BFL_1	475	g162731	44593814	scaffold_4	1893	CLGA	CLGA
BL01168	15512872	BFL_1	476	g162231	42141382	scaffold_4	1870	CLGA	CLGA
BL01165	15544294	BFL_1	477	g156181	12237034	scaffold_4	1429	CLGA	CLGA
BL01164	15584951	BFL_1	478	g157987	20861512	scaffold_4	1572	CLGA	CLGA
BL01156	15661777	BFL_1	479	g161914	40391216	scaffold_4	1839	CLGA	CLGA
BL01154	15691287	BFL_1	480	g155535	9156234	scaffold_4	1378	CLGA	CLGA
BL01153	15698900	BFL_1	481	g153656	542182	scaffold_4	1267	CLGA	CLGA
BL01151	15707477	BFL_1	482	g162961	46414775	scaffold_4	1901	CLGA	CLGA
BL01150	15727703	BFL_1	483	g153682	692791	scaffold_4	1269	CLGA	CLGA
BL01145	15756867	BFL_1	485	g161292	37352279	scaffold_4	1788	CLGA	CLGA
BL01143	15764903	BFL_1	486	g161299	37389873	scaffold_4	1789	CLGA	CLGA
BL01138	15800137	BFL_1	488	g156628	14325775	scaffold_4	1462	CLGA	CLGA
BL01137	15813990	BFL_1	489	g161373	37690396	scaffold_4	1798	CLGA	CLGA
BL01134	15848364	BFL_1	490	g157033	16097060	scaffold_4	1487	CLGA	CLGA
BL01123	16042798	BFL_1	491	g163183	47430319	scaffold_4	1907	CLGA	CLGA
BL01122	16082064	BFL_1	492	g160698	34209767	scaffold_4	1736	CLGA	CLGA
BL01121	16088621	BFL_1	493	g157916	20429700	scaffold_4	1567	CLGA	CLGA
BL01119	16112425	BFL_1	494	g160620	33838618	scaffold_4	1733	CLGA	CLGA
BL01114	16168026	BFL_1	499	g161469	38145315	scaffold_4	1810	CLGA	CLGA
BL01112	16186524	BFL_1	500	g163721	50283138	scaffold_4	1942	CLGA	CLGA
BL01111	16204623	BFL_1	501	g162402	43063151	scaffold_4	1883	CLGA	CLGA
BL01105	16312973	BFL_1	506	g162140	41744741	scaffold_4	1863	CLGA	CLGA
BL01103	16329986	BFL_1	507	g158573	23723574	scaffold_4	1612	CLGA	CLGA
BL01101	16351976	BFL_1	509	g157061	16224060	scaffold_4	1489	CLGA	CLGA
BL01099	16379295	BFL_1	510	g156978	15796338	scaffold_4	1486	CLGA	CLGA
BL01097	16397912	BFL_1	512	g156650	14422091	scaffold_4	1465	CLGA	CLGA
BL01094	16451910	BFL_1	514	g153714	826051	scaffold_4	1273	CLGA	CLGA
BL01073	16765248	BFL_1	518	g161569	38623829	scaffold_4	1818	CLGA	CLGA
BL01053	17201299	BFL_1	527	g160081	31546684	scaffold_4	1711	CLGA	CLGA
BL01052	17218301	BFL_1	528	g162716	44493859	scaffold_4	1892	CLGA	CLGA
BL01050	17230920	BFL_1	529	g163534	49303087	scaffold_4	1924	CLGA	CLGA
BL01045	17286598	BFL_1	531	g157589	18778279	scaffold_4	1541	CLGA	CLGA
BL01044	17290350	BFL_1	532	g154171	2983545	scaffold_4	1305	CLGA	CLGA
BL01039	17342697	BFL_1	533	g155630	9657328	scaffold_4	1389	CLGA	CLGA
BL01038	17386953	BFL_1	534	g155624	9628564	scaffold_4	1388	CLGA	CLGA
BL01037	17390513	BFL_1	535	g154167	2962133	scaffold_4	1304	CLGA	CLGA
BL01030	17471092	BFL_1	538	g155678	9882657	scaffold_4	1392	CLGA	CLGA
BL01026	17538063	BFL_1	539	g155684	9981752	scaffold_4	1393	CLGA	CLGA
BL01023	17560972	BFL_1	540	g160175	31976809	scaffold_4	1715	CLGA	CLGA
BL01022	17565214	BFL_1	541	g157320	17498212	scaffold_4	1516	CLGA	CLGA
BL01021	17588027	BFL_1	542	g156598	14150608	scaffold_4	1459	CLGA	CLGA
BL01020	17613408	BFL_1	543	g157345	17628874	scaffold_4	1521	CLGA	CLGA
BL01019	17635094	BFL_1	544	g156617	14297104	scaffold_4	1461	CLGA	CLGA
BL01016	17662967	BFL_1	545	g158582	23755863	scaffold_4	1614	CLGA	CLGA
BL01015	17674373	BFL_1	546	g159675	29468960	scaffold_4	1690	CLGA	CLGA
BL01012	17694465	BFL_1	547	g158213	22082893	scaffold_4	1584	CLGA	CLGA
BL01011	17702741	BFL_1	548	g158217	22108850	scaffold_4	1585	CLGA	CLGA
BL01010	17710861	BFL_1	549	g158218	22110770	scaffold_4	1586	CLGA	CLGA
BL01009	17739292	BFL_1	550	g157780	19662247	scaffold_4	1560	CLGA	CLGA
BL01008	17780689	BFL_1	551	g157783	19709945	scaffold_4	1561	CLGA	CLGA
BL01007	17794210	BFL_1	552	g159852	30344423	scaffold_4	1697	CLGA	CLGA
BL01005	17865167	BFL_1	553	g161391	37805789	scaffold_4	1802	CLGA	CLGA
BL01004	17870557	BFL_1	554	g159986	30981069	scaffold_4	1704	CLGA	CLGA
BL01001	17906515	BFL_1	556	g159669	29398339	scaffold_4	1689	CLGA	CLGA
BL00999	18023547	BFL_1	557	g159589	28901772	scaffold_4	1681	CLGA	CLGA
BL00992	18084355	BFL_1	559	g156025	11436648	scaffold_4	1418	CLGA	CLGA
BL00989	18136818	BFL_1	560	g154405	4329665	scaffold_4	1318	CLGA	CLGA
BL00984	18240589	BFL_1	564	g157934	20581673	scaffold_4	1568	CLGA	CLGA
BL00979	18267571	BFL_1	565	g162192	41953184	scaffold_4	1867	CLGA	CLGA
BL00978	18278804	BFL_1	566	g162189	41939368	scaffold_4	1866	CLGA	CLGA
BL00977	18280411	BFL_1	567	g162188	41938383	scaffold_4	1865	CLGA	CLGA
BL00976	18323842	BFL_1	568	g161974	40797757	scaffold_4	1842	CLGA	CLGA
BL00975	18351982	BFL_1	569	g161925	40450407	scaffold_4	1841	CLGA	CLGA
BL00974	18408508	BFL_1	570	g156150	12102026	scaffold_4	1425	CLGA	CLGA
BL00973	18413241	BFL_1	571	g153526	154981	scaffold_4	1261	CLGA	CLGA
BL00972	18417353	BFL_1	572	g153547	215512	scaffold_4	1262	CLGA	CLGA
BL00970	18425728	BFL_1	573	g158152	21671001	scaffold_4	1579	CLGA	CLGA
BL00969	18433327	BFL_1	574	g159287	27443693	scaffold_4	1659	CLGA	CLGA
BL00967	18446908	BFL_1	575	g161383	37751127	scaffold_4	1800	CLGA	CLGA
BL00966	18451675	BFL_1	576	g158256	22282454	scaffold_4	1591	CLGA	CLGA
BL00965	18460437	BFL_1	577	g162027	41179524	scaffold_4	1851	CLGA	CLGA
BL00962	18491431	BFL_1	578	g157281	17263228	scaffold_4	1511	CLGA	CLGA
BL00961	18503297	BFL_1	579	g157282	17273479	scaffold_4	1512	CLGA	CLGA
BL00960	18509650	BFL_1	580	g153698	744771	scaffold_4	1271	CLGA	CLGA
BL00957	18576061	BFL_1	581	g157488	18397677	scaffold_4	1531	CLGA	CLGA
BL00955	18618372	BFL_1	582	g155722	10183940	scaffold_4	1397	CLGA	CLGA
BL00944	18923045	BFL_1	584	g158111	21508444	scaffold_4	1578	CLGA	CLGA
BL00940	18996955	BFL_1	585	g157752	19562465	scaffold_4	1557	CLGA	CLGA
BL00939	18999928	BFL_1	586	g155699	10067035	scaffold_4	1396	CLGA	CLGA
BL00938	19051388	BFL_1	587	g154319	3974354	scaffold_4	1313	CLGA	CLGA
BL00937	19070808	BFL_1	588	g155049	7288030	scaffold_4	1349	CLGA	CLGA
BL00936	19101297	BFL_1	589	g154696	5539843	scaffold_4	1337	CLGA	CLGA
BL00935	19112221	BFL_1	590	g153995	2261415	scaffold_4	1296	CLGA	CLGA
BL00934	19174059	BFL_1	591	g153998	2266552	scaffold_4	1297	CLGA	CLGA
BL00933	19181488	BFL_1	592	g159634	29236451	scaffold_4	1685	CLGA	CLGA
BL00930	19214039	BFL_1	594	g156227	12519981	scaffold_4	1435	CLGA	CLGA
BL00929	19250322	BFL_1	595	g159466	28276541	scaffold_4	1676	CLGA	CLGA
BL00907	19600318	BFL_1	598	g154889	6456434	scaffold_4	1347	CLGA	CLGA
BL00903	19628001	BFL_1	599	g161713	39469672	scaffold_4	1826	CLGA	CLGA
BL00902	19645842	BFL_1	600	g154715	5614930	scaffold_4	1338	CLGA	CLGA
BL00901	19652187	BFL_1	601	g161462	38115562	scaffold_4	1808	CLGA	CLGA
BL00898	19704159	BFL_1	603	g153553	238149	scaffold_4	1263	CLGA	CLGA
BL00896	19735672	BFL_1	604	g160032	31233951	scaffold_4	1708	CLGA	CLGA
BL00895	19752835	BFL_1	605	g161303	37399071	scaffold_4	1790	CLGA	CLGA
BL00892	19773765	BFL_1	606	g156588	14048747	scaffold_4	1457	CLGA	CLGA
BL00884	19994129	BFL_1	607	g162603	44028505	scaffold_4	1890	CLGA	CLGA
BL00877	20044452	BFL_1	608	g155218	8052330	scaffold_4	1358	CLGA	CLGA
BL00875	20079003	BFL_1	610	g154658	5389626	scaffold_4	1327	CLGA	CLGA
BL00873	20125840	BFL_1	611	g162419	43112308	scaffold_4	1885	CLGA	CLGA
BL00872	20133071	BFL_1	612	g162422	43141236	scaffold_4	1886	CLGA	CLGA
BL00866	20191203	BFL_1	613	g155879	10891510	scaffold_4	1408	CLGA	CLGA
BL00863	20231215	BFL_1	615	g155887	10926509	scaffold_4	1409	CLGA	CLGA
BL00855	20425678	BFL_1	616	g154343	4058486	scaffold_4	1316	CLGA	CLGA
BL00853	20438743	BFL_1	617	g158465	23245308	scaffold_4	1601	CLGA	CLGA
BL00851	20470351	BFL_1	618	g156017	11387826	scaffold_4	1417	CLGA	CLGA
BL00850	20493166	BFL_1	619	g156416	13375151	scaffold_4	1445	CLGA	CLGA
BL00849	20514449	BFL_1	620	g160288	32405398	scaffold_4	1716	CLGA	CLGA
BL00846	20550106	BFL_1	621	g159335	27702013	scaffold_4	1665	CLGA	CLGA
BL00812	21258384	BFL_1	627	g159740	29714659	scaffold_4	1693	CLGA	CLGA
BL00808	21278176	BFL_1	629	g156004	11360878	scaffold_4	1416	CLGA	CLGA
BL00782	22172298	BFL_1	635	g157178	16757281	scaffold_4	1499	CLGA	CLGA
BL00778	22333212	BFL_1	636	g157188	16790075	scaffold_4	1500	CLGA	CLGA
BL00777	22352145	BFL_1	637	g163817	50886862	scaffold_4	1946	CLGA	CLGA
BL00756	22588889	BFL_1	641	g158063	21281200	scaffold_4	1574	CLGA	CLGA
BL00753	22652157	BFL_1	642	g163562	49431937	scaffold_4	1929	CLGA	CLGA
BL14652	23009203	BFL_1	643	g156201	12364739	scaffold_4	1430	CLGA	CLGA
BL14654	23069708	BFL_1	644	g158449	23187828	scaffold_4	1599	CLGA	CLGA
BL14655	23083906	BFL_1	645	g154860	6260153	scaffold_4	1345	CLGA	CLGA
BL14656	23087959	BFL_1	646	g154865	6297146	scaffold_4	1346	CLGA	CLGA
BL14657	23106921	BFL_1	647	g161981	40872268	scaffold_4	1843	CLGA	CLGA
BL14658	23112969	BFL_1	648	g161987	40923705	scaffold_4	1844	CLGA	CLGA
BL14659	23124808	BFL_1	649	g160991	35807543	scaffold_4	1765	CLGA	CLGA
BL14661	23195995	BFL_1	650	g158456	23219432	scaffold_4	1600	CLGA	CLGA
BL14664	23281504	BFL_1	651	g153957	2085732	scaffold_4	1293	CLGA	CLGA
BL14668	23427849	BFL_1	654	g159371	27878505	scaffold_4	1668	CLGA	CLGA
BL14670	23450132	BFL_1	655	g161418	37910929	scaffold_4	1804	CLGA	CLGA
BL14673	23520202	BFL_1	656	g154614	5224691	scaffold_4	1325	CLGA	CLGA
BL14674	23549189	BFL_1	657	g159633	29232319	scaffold_4	1684	CLGA	CLGA
BL14675	23553745	BFL_1	658	g157664	19144920	scaffold_4	1547	CLGA	CLGA
BL14676	23575459	BFL_1	659	g157678	19179441	scaffold_4	1548	CLGA	CLGA
BL14677	23583963	BFL_1	660	g157683	19204688	scaffold_4	1549	CLGA	CLGA
BL14678	23600122	BFL_1	661	g161347	37550018	scaffold_4	1796	CLGA	CLGA
BL14679	23609314	BFL_1	662	g155658	9788580	scaffold_4	1390	CLGA	CLGA
BL14680	23629518	BFL_1	663	g155618	9605456	scaffold_4	1386	CLGA	CLGA
BL14694	23816485	BFL_1	671	g154193	3083312	scaffold_4	1307	CLGA	CLGA
BL14695	23826455	BFL_1	672	g156830	15227607	scaffold_4	1474	CLGA	CLGA
BL14696	23834457	BFL_1	673	g160760	34577546	scaffold_4	1742	CLGA	CLGA
BL14697	23839827	BFL_1	674	g160761	34577774	scaffold_4	1743	CLGA	CLGA
BL14698	23847366	BFL_1	675	g163500	49078544	scaffold_4	1922	CLGA	CLGA
BL14699	23875119	BFL_1	676	g160101	31622814	scaffold_4	1714	CLGA	CLGA
BL14700	23895688	BFL_1	677	g163348	48387094	scaffold_4	1918	CLGA	CLGA
BL14702	23931732	BFL_1	678	g157269	17203874	scaffold_4	1510	CLGA	CLGA
BL14707	23979292	BFL_1	679	g155955	11158214	scaffold_4	1411	CLGA	CLGA
BL14708	23999649	BFL_1	680	g155950	11149564	scaffold_4	1410	CLGA	CLGA
BL14719	24125950	BFL_1	683	g155149	7691036	scaffold_4	1355	CLGA	CLGA
BL14720	24145147	BFL_1	684	g155561	9267302	scaffold_4	1382	CLGA	CLGA
BL14725	24190633	BFL_1	685	g155091	7444424	scaffold_4	1350	CLGA	CLGA
BL14728	24227091	BFL_1	686	g157734	19492573	scaffold_4	1556	CLGA	CLGA
BL22385	24603812	BFL_1	690	g161835	39966433	scaffold_4	1834	CLGA	CLGA
BL22386	24639539	BFL_1	691	g162002	40988055	scaffold_4	1847	CLGA	CLGA
BL22389	24680874	BFL_1	692	g153694	716936	scaffold_4	1270	CLGA	CLGA
BL22390	24701541	BFL_1	693	g161210	36831482	scaffold_4	1778	CLGA	CLGA
BL22399	24963747	BFL_1	695	g161594	38819140	scaffold_4	1820	CLGA	CLGA
BL22405	25109392	BFL_1	697	g161721	39509715	scaffold_4	1827	CLGA	CLGA
BL22409	25164153	BFL_1	699	g160088	31565166	scaffold_4	1712	CLGA	CLGA
BL22411	25195027	BFL_1	701	g158880	25291684	scaffold_4	1635	CLGA	CLGA
BL22416	25246848	BFL_1	704	g153851	1603056	scaffold_4	1285	CLGA	CLGA
BL22419	25338997	BFL_1	706	g153838	1548300	scaffold_4	1284	CLGA	CLGA
BL22420	25394688	BFL_1	707	g154201	3119324	scaffold_4	1308	CLGA	CLGA
BL22423	25452696	BFL_1	709	g154204	3126448	scaffold_4	1309	CLGA	CLGA
BL22425	25537846	BFL_1	710	g154237	3325076	scaffold_4	1310	CLGA	CLGA
BL22427	25633922	BFL_1	711	g154273	3600332	scaffold_4	1311	CLGA	CLGA
BL22429	25718780	BFL_1	712	g154301	3837438	scaffold_4	1312	CLGA	CLGA
BL22430	25764732	BFL_1	713	g157201	16885225	scaffold_4	1501	CLGA	CLGA
BL22432	25790342	BFL_1	714	g162345	42743667	scaffold_4	1874	CLGA	CLGA
BL22433	25800346	BFL_1	715	g163913	51393051	scaffold_4	1958	CLGA	CLGA
BL22446	25975418	BFL_1	716	g156640	14363900	scaffold_4	1464	CLGA	CLGA
BL22447	25996251	BFL_1	717	g159324	27657341	scaffold_4	1663	CLGA	CLGA
BL22448	26015692	BFL_1	718	g161777	39729294	scaffold_4	1829	CLGA	CLGA
BL22450	26051792	BFL_1	719	g161780	39734590	scaffold_4	1830	CLGA	CLGA
BL22470	26422953	BFL_1	722	g162228	42099510	scaffold_4	1868	CLGA	CLGA
BL22475	26490545	BFL_1	724	g160740	34511017	scaffold_4	1740	CLGA	CLGA
BL22476	26578955	BFL_1	725	g160729	34407336	scaffold_4	1739	CLGA	CLGA
BL22479	26633106	BFL_1	726	g156323	13066121	scaffold_4	1439	CLGA	CLGA
BL22485	26739976	BFL_1	727	g160972	35706953	scaffold_4	1761	CLGA	CLGA
BL22487	26778999	BFL_1	728	g156659	14494408	scaffold_4	1466	CLGA	CLGA
BL22489	26798193	BFL_1	729	g156661	14500198	scaffold_4	1467	CLGA	CLGA
BL22505	27036615	BFL_1	731	g164040	52022176	scaffold_4	1965	CLGA	CLGA
BL00708	27430280	BFL_1	740	g161449	38044550	scaffold_4	1807	CLGA	CLGA
BL00699	27577745	BFL_1	741	g159251	27272317	scaffold_4	1656	CLGA	CLGA
BL00698	27614550	BFL_1	742	g159276	27362926	scaffold_4	1657	CLGA	CLGA
BL00697	27620453	BFL_1	743	g158632	23972699	scaffold_4	1618	CLGA	CLGA
BL00695	27663326	BFL_1	744	g158644	24042340	scaffold_4	1619	CLGA	CLGA
BL00691	27830731	BFL_1	746	g155304	8379803	scaffold_4	1364	CLGA	CLGA
BL00685	27912180	BFL_1	748	g158569	23701917	scaffold_4	1611	CLGA	CLGA
BL00682	27950385	BFL_1	749	g164022	51919070	scaffold_4	1964	CLGA	CLGA
BL00681	27958067	BFL_1	750	g159868	30413451	scaffold_4	1699	CLGA	CLGA
BL00679	28003413	BFL_1	752	g157047	16150613	scaffold_4	1488	CLGA	CLGA
BL00678	28016662	BFL_1	753	g156105	11901816	scaffold_4	1423	CLGA	CLGA
BL00676	28030489	BFL_1	754	g161996	40972442	scaffold_4	1846	CLGA	CLGA
BL00675	28039484	BFL_1	755	g158787	24666097	scaffold_4	1634	CLGA	CLGA
BL00674	28061485	BFL_1	756	g163429	48757945	scaffold_4	1920	CLGA	CLGA
BL00667	28165828	BFL_1	758	g154327	4002459	scaffold_4	1315	CLGA	CLGA
BL00666	28188196	BFL_1	759	g154320	3983348	scaffold_4	1314	CLGA	CLGA
BL00653	28414165	BFL_1	763	g155415	8713877	scaffold_4	1368	CLGA	CLGA
BL00650	28561600	BFL_1	764	g154668	5441134	scaffold_4	1329	CLGA	CLGA
BL00629	28972687	BFL_1	768	g162092	41508219	scaffold_4	1858	CLGA	CLGA
BL00628	29078184	BFL_1	769	g156443	13444954	scaffold_4	1450	CLGA	CLGA
BL00625	29132695	BFL_1	770	g157118	16441449	scaffold_4	1494	CLGA	CLGA
BL00624	29138304	BFL_1	771	g157117	16441007	scaffold_4	1493	CLGA	CLGA
BL00623	29150910	BFL_1	772	g157106	16400156	scaffold_4	1492	CLGA	CLGA
BL00620	29200859	BFL_1	773	g159396	28013430	scaffold_4	1669	CLGA	CLGA
BL00619	29217373	BFL_1	774	g159400	28023948	scaffold_4	1670	CLGA	CLGA
BL00612	29306223	BFL_1	775	g163339	48311280	scaffold_4	1915	CLGA	CLGA
BL00611	29332909	BFL_1	776	g163343	48340604	scaffold_4	1916	CLGA	CLGA
BL00610	29348837	BFL_1	777	g163346	48379052	scaffold_4	1917	CLGA	CLGA
BL00609	29356567	BFL_1	778	g161388	37796045	scaffold_4	1801	CLGA	CLGA
BL00608	29390409	BFL_1	779	g154820	6108527	scaffold_4	1341	CLGA	CLGA
BL00607	29420111	BFL_1	780	g154828	6129250	scaffold_4	1342	CLGA	CLGA
BL00603	29458984	BFL_1	782	g154146	2908425	scaffold_4	1303	CLGA	CLGA
BL00601	29491093	BFL_1	783	g158230	22149095	scaffold_4	1587	CLGA	CLGA
BL00597	29541958	BFL_1	784	g157259	17159768	scaffold_4	1509	CLGA	CLGA
BL00596	29556194	BFL_1	785	g157258	17157332	scaffold_4	1508	CLGA	CLGA
BL00590	29684401	BFL_1	786	g156165	12182208	scaffold_4	1427	CLGA	CLGA
BL00589	29710168	BFL_1	787	g156160	12161278	scaffold_4	1426	CLGA	CLGA
BL00587	29742939	BFL_1	788	g159964	30745791	scaffold_4	1700	CLGA	CLGA
BL06803	31321895	BFL_1	791	g161021	35922808	scaffold_4	1767	CLGA	CLGA
BL06802	31333282	BFL_1	792	g155612	9583211	scaffold_4	1385	CLGA	CLGA
BL06801	31347270	BFL_1	793	g153891	1758653	scaffold_4	1290	CLGA	CLGA
BL06800	31402079	BFL_1	794	g155971	11225041	scaffold_4	1413	CLGA	CLGA
BL06798	31413278	BFL_1	795	g157686	19219156	scaffold_4	1550	CLGA	CLGA
BL06795	31428094	BFL_1	797	g164084	52266954	scaffold_4	1970	CLGA	CLGA
BL06794	31433025	BFL_1	798	g158690	24263550	scaffold_4	1622	CLGA	CLGA
BL12492	34074273	BFL_1	802	g163909	51372703	scaffold_4	1957	CLGA	CLGA
BL08270	34567723	BFL_1	805	g163212	47591813	scaffold_4	1909	CLGA	CLGA
BL08262	34761487	BFL_1	806	g160753	34525795	scaffold_4	1741	CLGA	CLGA
BL08260	34784407	BFL_1	807	g161550	38548020	scaffold_4	1817	CLGA	CLGA
BL08259	34790567	BFL_1	808	g160889	35315303	scaffold_4	1755	CLGA	CLGA
BL08247	34913670	BFL_1	809	g160933	35543446	scaffold_4	1758	CLGA	CLGA
BL24635	35006750	BFL_1	810	g157297	17361074	scaffold_4	1514	CLGA	CLGA
